"","X","FIPS","ERS00","OUT10","AccessDesert.Sector.2001","AccessDesert.Sector.2002","AccessDesert.Sector.2003","AccessDesert.Sector.2004","AccessDesert.Sector.2005","AccessDesert.Sector.2006","AccessDesert.Sector.2007","AccessDesert.Sector.2008","AccessDesert.Sector.2009","AccessDesert.Sector.2010","AccessDesert.Sector.2011","AccessDesert.Sector.2012","AccessDesert.Sector.2013","AccessDesert.Sector.2014","AccessDesert.Sector.2015","AccessDesert.Sector.2016","AccessDesert.Sector.2017","AccessDesert.Sector.2018","AccessDesert.Sector.2019","AccessDesert.Sector.2000to2009","AccessDesert.Sector.2000to2009.Any","AccessDesert.Sector.2000to2009.Majority","AccessDesert.Sector.2000to2009.All","AccessDesert.Sector.2010to2019","AccessDesert.Sector.2010to2019.Any","AccessDesert.Sector.2010to2019.Majority","AccessDesert.Sector.2010to2019.All","AccessDesert.Sector.2000to2019","AccessDesert.Sector.2000to2019.Any","AccessDesert.Sector.2000to2019.Majority","AccessDesert.Sector.2000to2019.All","AccessDesert.Carnegie.2001","AccessDesert.Carnegie.2002","AccessDesert.Carnegie.2003","AccessDesert.Carnegie.2004","AccessDesert.Carnegie.2005","AccessDesert.Carnegie.2006","AccessDesert.Carnegie.2007","AccessDesert.Carnegie.2008","AccessDesert.Carnegie.2009","AccessDesert.Carnegie.2010","AccessDesert.Carnegie.2011","AccessDesert.Carnegie.2012","AccessDesert.Carnegie.2013","AccessDesert.Carnegie.2014","AccessDesert.Carnegie.2015","AccessDesert.Carnegie.2016","AccessDesert.Carnegie.2017","AccessDesert.Carnegie.2018","AccessDesert.Carnegie.2019","AccessDesert.Carnegie.2000to2009","AccessDesert.Carnegie.2000to2009.Any","AccessDesert.Carnegie.2000to2009.Majority","AccessDesert.Carnegie.2000to2009.All","AccessDesert.Carnegie.2010to2019","AccessDesert.Carnegie.2010to2019.Any","AccessDesert.Carnegie.2010to2019.Majority","AccessDesert.Carnegie.2010to2019.All","AccessDesert.Carnegie.2000to2019","AccessDesert.Carnegie.2000to2019.Any","AccessDesert.Carnegie.2000to2019.Majority","AccessDesert.Carnegie.2000to2019.All"
"95",95,"12049",522,108,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"96",96,"12051",307,107,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,6,1,1,0,5,1,1,0,11,1,1,0
"97",97,"12053",325,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",98,"12055",522,108,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"99",99,"12057",325,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",100,"12059",306,96,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,10,1,1,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"101",101,"12061",601,97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"102",102,"12063",306,96,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,10,1,1,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"103",103,"12065",62,99,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"104",104,"12067",374,103,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,8,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",105,"12069",75,101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",106,"12071",307,102,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0
"107",107,"12073",62,99,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"108",108,"12075",205,94,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10,1,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"109",109,"12077",62,99,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"110",110,"12079",374,103,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,8,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",111,"12081",334,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,9,1,1,0,18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,9,1,1,0,18,1,1,0
"112",112,"12083",205,101,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,9,1,1,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",113,"12085",237,107,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"114",114,"12086",410,98,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10,1,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",115,"12087",410,98,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,10,1,1,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",116,"12089",64,95,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,10,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"117",117,"12091",143,104,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"118",118,"12093",237,107,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"119",119,"12095",75,101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",120,"12097",75,101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",121,"12099",237,107,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"122",122,"12101",325,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",123,"12103",325,109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",124,"12105",522,108,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"125",125,"12107",64,105,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,10,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"126",126,"12109",64,95,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,10,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"127",127,"12111",237,107,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"128",128,"12113",143,104,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"129",129,"12115",334,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,9,1,1,0,18,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,9,1,1,1,9,1,1,0,18,1,1,0
"130",130,"12117",75,101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",131,"12119",75,101,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,9,1,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",132,"12121",374,103,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,8,1,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",133,"12123",670,103,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,9,1,1,1,8,1,1,0,17,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,9,1,0,0
"134",134,"12125",64,94,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,10,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"135",135,"12127",277,105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,9,1,1,1,5,1,1,0,14,1,1,0
"136",136,"12129",62,99,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,1,1,0,10,1,1,1,18,1,1,0
"137",137,"12131",143,104,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"138",138,"12133",306,96,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,0,10,1,1,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0
"139",139,"13001",119,110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"140",140,"13003",137,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,3,1,0,0
"141",141,"13005",137,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,3,1,0,0
"142",142,"13007",8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,1,1,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,3,1,0,0
"143",143,"13009",194,113,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,9,1,1,1,2,1,0,0,11,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,9,1,1,1,3,1,0,0,12,1,1,0
"144",144,"13011",310,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,0,0
"145",145,"13013",141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",146,"13015",90,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",147,"13017",197,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,4,1,0,0,8,1,0,0
"148",148,"13019",19,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,4,1,0,0,8,1,0,0
"149",149,"13021",67,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0
"150",150,"13023",252,119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,7,1,1,0,7,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,0,0,6,1,1,0,10,1,1,0
"151",151,"13025",165,120,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,9,1,1,1,2,1,0,0,11,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,9,1,1,1,5,1,1,0,14,1,1,0
"152",152,"13027",19,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,4,1,0,0,8,1,0,0
"153",153,"13029",61,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,0,0,4,1,0,0
"154",154,"13031",424,122,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,8,1,1,0,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0
"155",155,"13033",30,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",156,"13035",141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",157,"13037",8,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0
"158",158,"13039",64,95,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,10,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"159",159,"13043",424,122,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,8,1,1,0,8,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,3,1,0,0
"160",160,"13045",303,115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"161",161,"13047",106,124,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0
"162",162,"13049",64,95,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,0,10,1,1,1,13,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"163",163,"13051",61,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,2,1,0,0,4,1,0,0
"164",164,"13053",22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165",165,"13055",90,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,6,1,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"166",166,"13057",141,125,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0
"167",167,"13059",41,126,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,0,10,1,1,1,16,1,1,0
"168",168,"13061",8,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0
"169",169,"13063",141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170",170,"13065",137,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,3,1,0,0
"171",171,"13067",141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172",172,"13069",137,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,1,0,0,3,1,0,0
"173",173,"13071",382,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,1,0,0,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,4,1,0,0,8,1,0,0
"174",174,"13073",30,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175",175,"13075",19,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,4,1,0,0,8,1,0,0
"176",176,"13077",409,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",177,"13079",67,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0
"178",178,"13081",341,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"179",179,"13083",106,124,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0
"180",180,"13085",310,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,1,0,0
"181",181,"13087",347,129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"182",182,"13089",141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",183,"13091",252,119,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,7,1,1,0,7,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,1,0,0,6,1,1,0,10,1,1,0
"184",184,"13093",341,128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,1,10,1,1,1,19,1,1,1
"185",185,"13095",8,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,5,1,1,0,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,3,1,0,0
"186",186,"13097",141,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"187",187,"13099",8,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,10,1,1,1,10,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,10,1,1,1,12,1,1,0
"188",188,"13101",19,117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,5,1,1,0,5,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,0,0,4,1,0,0,8,1,0,0
